FC->EE,1.47900130465
BI->EE,1.40507803327
BI->SN,1.39308471921
BI->USE,1.36617358046
SN->EE,1.3604861957
FC->SN,1.35585414268
EE->SN,1.35461691594
PE->EE,1.34889146374
PE->SN,1.34494752488
EE->FC,1.33880822576
USE->SN,1.3306117759
SN->PE,1.325729054
USE->BI,1.32211245257
FC->PE,1.3213338143
FC->BI,1.32027817054
EE->PE,1.31936836062
EE->BI,1.31715166438
SN->BI,1.31369299694
USE->EE,1.31202552784
FC->USE,1.30968159994
BI->PE,1.30750660548
USE->FC,1.30134690716
SN->FC,1.30067863093
SN->USE,1.289939321
PE->USE,1.28527075775
BI->FC,1.2838512804
EE->USE,1.2832391027
PE->FC,1.27996146636
PE->BI,1.26798278535
USE->PE,1.24346343276
