Use->BI,1.85555723629
PU->BI,1.7282478203
Use->PU,1.70781068898
BI->Use,1.69078993065
PU->Use,1.61751246309
BI->PU,1.59893007626
Qu->BI,1.59174271294
PU->ENJ,1.57181043754
Qu->PU,1.55465887649
PEU->ENJ,1.55002229779
Im->JR,1.53576605906
ENJ->PU,1.50281556457
PEU->JR,1.4906652015
Pf->JR,1.48936422247
Qu->ENJ,1.48336146154
PU->JR,1.47485601155
Use->ENJ,1.47420394861
BI->Pf,1.47367682412
SA->JR,1.46481192289
Pf->BI,1.46256759969
BI->ENJ,1.46169971102
ENJ->BI,1.45902334252
PEU->Pf,1.45857769935
Qu->JR,1.45710974974
BI->JR,1.45616537977
SA->ENJ,1.4502244378
PU->Pf,1.44940428065
Im->ENJ,1.44851552858
ENJ->PEU,1.44644211761
JR->Pf,1.44146673928
Im->Use,1.44025287417
Im->PU,1.43731783826
SA->Im,1.43353780708
PEU->BI,1.43308870048
ENJ->JR,1.43122788328
Qu->Pf,1.42174825052
PU->Im,1.42084132164
Qu->PEU,1.41938215909
JR->Im,1.41892735342
JR->ENJ,1.41567002066
ENJ->Pf,1.41557250487
SA->BI,1.41286977218
Pf->ENJ,1.41049723441
BI->Im,1.40661409408
ENJ->Im,1.39035282067
Im->Pf,1.38295455633
Im->SA,1.38228024748
PEU->Im,1.38109358418
PEU->Use,1.37247663888
Qu->Use,1.37189864622
PEU->PU,1.37013511227
BI->Qu,1.3679014106
Pf->Im,1.36608196079
Im->BI,1.36442386592
JR->PEU,1.36066103167
Pf->Use,1.34934169675
BI->PEU,1.34863778539
ENJ->Qu,1.34845104997
SA->PU,1.34549468516
PU->PEU,1.34261481359
JR->SA,1.33888398754
Im->PEU,1.33846880088
SA->PEU,1.33727272035
Pf->PEU,1.33399165335
JR->PU,1.33083099458
Pf->SA,1.32840972538
ENJ->SA,1.32677282411
SA->Pf,1.32572621719
Qu->Im,1.3220909828
PEU->Qu,1.31862033537
Pf->PU,1.31649706854
Im->Qu,1.3094604642
Use->Pf,1.302426956
PEU->SA,1.29784112829
JR->Use,1.29745497311
Use->SA,1.2928371608
Use->JR,1.28925539634
PU->SA,1.2830628083
Pf->Qu,1.28106863396
JR->Qu,1.2810318822
BI->SA,1.26545209295
ENJ->Use,1.26535660459
Use->Qu,1.26447439628
PU->Qu,1.26363749077
Use->PEU,1.25188064121
Use->Im,1.24521898275
SA->Use,1.24200300841
JR->BI,1.22965258051
SA->Qu,1.14148590292
Qu->SA,1.03489389445
